C4烯烃收率,温度,Co/SiO2浓度,Co/SiO2溶液量,HAP浓度,HAP溶液量
0.017666688,261,200,2,200,1.68
0.007036261,310,50,1,50,2.1
0.121515659,338,200,0.5,200,1.68
0.05556892,314,200,0.5,200,1.68
0.001581337,315,10,1,10,1.68
0.282466619,376,200,1,200,1.68
0.095419592,370,50,1,50,1.68
0.00087435,300,10,1,10,1.68
0.251778918,434,50,1,50,1.68
0.015978527,291,200,5,200,1.68
0.007810816,339,25,1,25,1.68
0.076707855,353,200,2,200,0.3
0.034628909,417,50,1,90,1.68
0.000821995,254,67,1,33,1.68
0.26699221,412,50,1,50,0.9
0.050210359,333,50,1,50,0.9
0.009337493,287,100,1,100,0.9
0.079851706,349,50,1,50,0.9
0.002099805,259,100,1,100,0.9
-5.17E-05,262,50,5,20,2.1
0.452244117,440,200,0.5,200,1.68
0.411220981,421,200,5,200,1.68
0.002573686,309,25,1,25,1.68
0.027703602,273,200,2,200,1.68
0.001347629,258,50,1,50,2.1
0.007464637,313,100,1,100,1.68
-1.61E-05,251,50,1,90,1.68
0.227310993,339,200,2,200,1.68
0.41783081,394,200,1,200,0.9
0.002747663,264,100,1,100,0.9
0.021011416,386,50,5,20,2.1
0.027668679,397,50,5,20,2.1
0.080607316,310,200,1,200,1.68
0.039878096,342,200,5,200,1.68
0.088346076,413,25,1,25,1.68
0.431319125,427,200,5,200,1.68
0.109238287,443,25,1,25,1.68
0.147756936,374,100,1,100,0.9
0.023967167,331,50,1,50,1.68
0.083187933,313,200,1,200,1.68
0.000946691,258,67,1,33,1.68
0.00592561,267,200,5,200,1.68
0.00434927,261,200,5,200,1.68
0.022842365,389,50,5,20,2.1
0.000920721,269,33,1,67,1.68
0.078872372,308,200,1,200,1.68
0.013566216,281,200,0.5,200,1.68
0.062059888,317,200,0.5,200,1.68
0.022210768,376,10,1,10,1.68
0.053256416,358,100,1,100,1.68
0.001870397,256,100,1,100,0.9
0.002534443,273,50,1,50,1.68
0.230967205,340,200,2,200,1.68
0.448058729,435,200,0.5,200,1.68
0.05939119,391,25,1,25,1.68
0.118518012,365,200,2,200,0.3
0.022649364,282,50,1,50,0.3
0.171511273,400,50,1,50,2.1
0.417285948,443,200,2,200,0.3
0.064604369,348,200,2,200,0.3
-6.18E-05,259,50,5,20,2.1
0.159633365,395,100,1,100,1.68
0.063577231,394,25,1,25,1.68
0.000267599,270,10,1,10,1.68
0.001732397,263,75,1,75,1.68
0.038339251,425,50,1,90,1.68
0.241043189,369,200,0.5,200,1.68
0.006721068,265,200,1,200,1.68
0.012750737,372,50,5,20,2.1
0.184861745,328,200,2,200,1.68
0.003465139,280,50,1,50,1.68
0.090618816,415,25,1,25,1.68
0.064072365,357,50,1,50,1.68
0.013889744,377,50,1,90,1.68
0.011855206,318,50,1,50,2.1
0.154023367,423,50,1,50,2.1
0.001821677,255,100,1,100,0.9
0.038178107,282,200,2,200,1.68
0.113319889,442,10,1,10,1.68
0.041435854,356,67,1,33,1.68
0.000726252,258,100,1,100,1.68
0.32300847,448,50,1,50,0.9
0.349359511,420,200,2,200,1.68
0.191543505,379,200,5,200,1.68
0.008256735,300,50,1,50,1.68
0.106097446,374,50,1,50,1.68
0.074112147,332,50,1,50,0.3
0.012690706,283,200,5,200,1.68
0.025418458,295,200,0.5,200,1.68
0.005405928,301,67,1,33,1.68
0.164000441,439,50,1,50,2.1
0.010214267,369,50,1,90,1.68
-3.74E-06,271,50,1,90,1.68
0.002256707,285,33,1,67,1.68
0.245925791,431,100,1,100,1.68
0.034593779,339,200,5,200,1.68
0.236388926,365,200,1,200,1.68
0.147975872,396,50,1,50,1.68
0.360404862,404,200,2,200,1.68
0.093029736,322,200,1,200,1.68
0.003398911,297,33,1,67,1.68
0.355123126,415,200,2,200,1.68
0.002487739,272,50,1,50,1.68
0.028455531,341,50,1,50,2.1
0.008142809,364,50,1,90,1.68
0.201893266,355,200,1,200,0.9
0.025823729,332,200,5,200,1.68
0.038915042,376,25,1,25,1.68
0.044753376,400,10,1,10,1.68
0.033704771,345,50,1,50,2.1
0.069878843,376,33,1,67,1.68
0.452778,450,200,0.5,200,1.68
0.283117121,395,200,5,200,1.68
0.046641106,348,50,1,50,1.68
0.050831769,405,10,1,10,1.68
0.121557888,401,33,1,67,1.68
0.017382257,380,50,5,20,2.1
0.437863362,398,200,1,200,0.9
0.369668439,424,200,1,200,1.68
0.000183516,261,10,1,10,1.68
0.075522163,357,75,1,75,1.68
0.11065835,331,200,1,200,1.68
0.00037223,278,10,1,10,1.68
0.036782503,344,50,1,50,1.68
0.198280601,382,200,2,200,0.3
0.127497915,377,75,1,75,1.68
0.097578925,366,75,1,75,1.68
0.031608959,337,200,5,200,1.68
0.021058279,300,200,2,200,0.3
0.00287092,347,50,1,90,1.68
0.079770176,406,25,1,25,1.68
0.085834069,316,200,1,200,0.9
0.004622027,287,50,1,50,1.68
0.024969656,310,50,1,50,0.9
0.101730236,393,50,1,50,2.1
0.176052574,394,75,1,75,1.68
0.18054067,402,100,1,100,1.68
-5.14E-06,253,50,5,20,2.1
0.025854959,285,200,1,200,0.9
0.161535942,430,67,1,33,1.68
0.347729068,385,200,2,200,1.68
0.018589453,288,200,0.5,200,1.68
0.03498178,321,50,1,50,0.9
0.15889239,377,50,1,50,0.9
0.037035929,350,100,1,100,1.68
0.007189547,274,50,1,50,0.9
0.01313596,284,200,5,200,1.68
0.002930521,292,33,1,67,1.68
0.068479709,359,50,1,50,1.68
0.041971252,361,33,1,67,1.68
0.173737601,350,200,1,200,1.68
0.003095071,266,100,1,100,0.9
0.028248327,310,200,2,200,0.3
0.004275228,289,100,1,100,1.68
0.0002989,281,50,5,20,2.1
0.001470905,260,75,1,75,1.68
0.012412912,279,200,0.5,200,1.68
0.020785454,374,10,1,10,1.68
0.445128661,448,200,1,200,0.9
0.037377353,342,50,1,50,1.68
0.00399702,294,67,1,33,1.68
0.004803953,338,10,1,10,1.68
0.20095007,387,100,1,100,0.9
0.079747268,309,200,1,200,1.68
0.01692615,313,75,1,75,1.68
0.010428267,275,200,0.5,200,1.68
0.272196588,447,200,1,200,1.68
0.005167521,257,200,0.5,200,1.68
0.003660569,285,100,1,100,1.68
0.034124256,356,33,1,67,1.68
0.163913988,441,50,1,50,2.1
0.224576715,365,200,0.5,200,1.68
0.001171704,259,50,1,50,1.68
0.021570575,392,50,1,90,1.68
0.012632803,350,25,1,25,1.68
0.108481508,439,25,1,25,1.68
0.044047845,308,200,0.5,200,1.68
0.012017182,327,50,1,50,2.1
0.333577876,392,200,0.5,200,1.68
0.000234632,278,50,5,20,2.1
0.073055799,361,50,1,50,1.68
0.197668572,389,50,1,50,0.9
0.089662677,372,100,1,100,1.68
0.065780469,373,67,1,33,1.68
0.003750234,301,33,1,67,1.68
0.161547081,370,50,1,50,0.3
0.310875591,420,50,1,50,0.3
0.319073597,440,50,1,50,0.9
0.00076578,340,50,5,20,2.1
0.243549159,443,50,1,50,2.1
0.174279147,441,33,1,67,1.68
0.001094685,342,50,5,20,2.1
0.111894017,384,50,1,50,1.68
0.412944191,435,200,2,200,0.3
0.056207217,358,50,1,50,1.68
0.001329582,311,10,1,10,1.68
0.013868014,273,200,1,200,0.9
0.108861398,449,25,1,25,1.68
0.029880558,353,33,1,67,1.68
0.039688254,421,50,5,20,2.1
0.02903263,406,50,1,90,1.68
0.002595931,273,50,1,50,2.1
0.005727177,264,200,1,200,1.68
0.001148638,295,25,1,25,1.68
0.021585025,347,50,1,50,2.1
0.001297876,261,50,1,50,1.68
0.154604325,345,200,1,200,1.68
0.002898288,250,200,2,200,0.3
0.118590787,334,200,1,200,1.68
0.173040221,438,33,1,67,1.68
0.360166305,401,200,2,200,1.68
0.353552256,390,200,2,200,1.68
0.143444057,339,200,1,200,0.9
0.01123996,286,50,1,50,0.9
0.001688065,268,50,1,50,2.1
0.045553554,381,25,1,25,1.68
0.043277169,340,75,1,75,1.68
0.099618351,392,50,1,50,2.1
0.000735486,279,25,1,25,1.68
0.007130397,311,100,1,100,1.68
0.17321457,377,200,2,200,0.3
0.428705988,423,200,0.5,200,1.68
0.102133192,332,200,0.5,200,1.68
0.04703689,353,50,1,50,2.1
0.322587154,446,50,1,50,0.9
0.016985532,286,200,0.5,200,1.68
0.158674991,369,50,1,50,0.3
0.033148272,414,50,1,90,1.68
0.012361557,312,50,1,50,1.68
0.006850875,296,50,1,50,2.1
0.001881563,281,33,1,67,1.68
0.002390482,283,50,1,50,2.1
0.246663639,398,50,1,50,0.3
0.012908127,330,50,1,50,2.1
0.00724082,308,67,1,33,1.68
0.069108295,398,25,1,25,1.68
0.431184417,450,200,1,200,0.9
0.113185794,362,50,1,50,0.9
0.030227297,369,25,1,25,1.68
0.005042386,356,50,5,20,2.1
0.003042577,290,50,1,50,2.1
0.174913766,376,200,5,200,1.68
0.278089728,378,200,0.5,200,1.68
0.02039446,299,200,2,200,0.3
0.003773083,317,25,1,25,1.68
0.113627407,364,200,5,200,1.68
0.000618457,256,25,1,25,1.68
0.116894493,365,100,1,100,0.9
0.150356905,417,33,1,67,1.68
0.131150291,383,50,1,50,1.68
0.005291781,296,100,1,100,1.68
0.000751899,265,25,1,25,1.68
0.008892296,294,75,1,75,1.68
0.243571583,444,50,1,50,2.1
0.104334988,377,100,1,100,1.68
0.000236148,267,10,1,10,1.68
0.004124964,282,50,1,50,2.1
0.151068112,390,50,1,50,1.68
0.050650337,366,33,1,67,1.68
0.258248814,429,75,1,75,1.68
0.001619017,265,50,1,50,1.68
0.006452862,263,200,0.5,200,1.68
0.456882509,444,200,5,200,1.68
0.084998299,315,200,1,200,1.68
2.30E-05,273,50,1,90,1.68
0.078444892,368,100,1,100,1.68
0.254962563,427,75,1,75,1.68
0.008542237,305,50,1,50,2.1
0.01065117,370,50,1,90,1.68
0.000447181,251,33,1,67,1.68
0.134953481,387,100,1,100,1.68
0.13458427,387,50,1,50,2.1
0.425165759,425,200,5,200,1.68
0.024589649,324,75,1,75,1.68
0.006957715,265,200,0.5,200,1.68
0.009188843,272,200,0.5,200,1.68
0.067356375,298,200,1,200,1.68
0.016887501,368,10,1,10,1.68
0.230817249,422,100,1,100,1.68
0.109198756,447,25,1,25,1.68
0.113198232,332,200,1,200,1.68
0.00073691,275,25,1,25,1.68
0.322068663,389,200,0.5,200,1.68
0.10397566,381,50,1,50,1.68
0.004165063,258,50,1,50,0.9
0.270861259,439,75,1,75,1.68
0.289887361,358,200,2,200,1.68
0.008437373,341,25,1,25,1.68
0.010256113,321,50,1,50,2.1
0.174916286,444,33,1,67,1.68
0.239559623,390,200,2,200,0.3
0.179253281,382,100,1,100,0.9
0.016056526,340,33,1,67,1.68
0.003581167,279,50,1,50,2.1
0.024106067,330,200,5,200,1.68
0.259507869,442,50,1,50,1.68
0.232778992,423,100,1,100,1.68
0.206636186,414,50,1,50,2.1
0.355792233,439,50,1,50,0.3
0.371631161,448,50,1,50,0.3
0.045725109,334,200,2,200,0.3
0.001625349,266,50,1,50,2.1
0.000401939,287,50,5,20,2.1
0.000274028,323,50,1,90,1.68
0.006762398,309,50,1,50,2.1
0.00073539,332,50,1,90,1.68
0.447280598,400,200,1,200,0.9
0.487146477,440,200,1,200,0.9
0.017057052,298,50,1,50,0.9
0.012002695,254,200,2,200,1.68
0.009142632,303,50,1,50,1.68
0.13150641,408,50,1,50,2.1
0.105927101,395,50,1,50,2.1
0.129360921,405,33,1,67,1.68
0.237423942,395,50,1,50,0.3
0.255626407,447,100,1,100,1.68
0.005867691,291,50,1,50,2.1
0.015025156,376,50,5,20,2.1
0.357750483,440,50,1,50,0.3
0.352523259,389,200,2,200,1.68
0.034499823,299,50,1,50,0.3
0.212550362,413,50,1,50,1.68
0.000156971,282,50,1,90,1.68
0.162188216,446,50,1,50,2.1
0.022940297,338,67,1,33,1.68
0.414710943,417,200,0.5,200,1.68
0.115027526,311,200,2,200,1.68
0.046579178,335,200,2,200,0.3
0.172643093,325,200,2,200,1.68
0.183467096,383,100,1,100,0.9
0.168516451,324,200,2,200,1.68
0.006347147,286,75,1,75,1.68
0.012420096,271,200,1,200,0.9
0.004596089,310,33,1,67,1.68
0.362380288,401,200,1,200,1.68
0.031201893,289,200,1,200,0.9
0.376396871,412,200,1,200,1.68
0.221197063,359,200,1,200,0.9
0.077156251,380,67,1,33,1.68
0.002817114,275,50,1,50,1.68
0.000753762,269,25,1,25,1.68
0.011437829,325,50,1,50,2.1
0.252791159,400,50,1,50,0.3
0.00352761,250,50,1,50,0.9
0.026791629,366,25,1,25,1.68
0.018624559,304,200,5,200,1.68
0.082509188,302,200,2,200,1.68
0.059841139,316,200,0.5,200,1.68
0.217758365,416,100,1,100,1.68
0.356221929,393,200,2,200,1.68
0.298303512,373,200,1,200,0.9
0.014712332,317,50,1,50,1.68
0.047792941,288,200,2,200,1.68
0.018672733,309,200,5,200,1.68
0.014853223,271,200,1,200,1.68
0.001296788,257,75,1,75,1.68
0.001435182,299,25,1,25,1.68
0.030704118,323,100,1,100,0.9
0.165877206,433,67,1,33,1.68
0.003611388,281,50,1,50,1.68
0.011575152,358,10,1,10,1.68
0.236919293,368,200,0.5,200,1.68
0.03621016,301,50,1,50,0.3
0.298427933,443,200,1,200,1.68
0.180260488,354,200,0.5,200,1.68
0.017538238,305,100,1,100,0.9
0.000471118,250,33,1,67,1.68
0.012447238,285,200,2,200,0.3
0.286700492,371,200,1,200,0.9
0.025257961,380,10,1,10,1.68
0.001898367,274,50,1,50,2.1
0.256021782,408,50,1,50,0.9
0.213696412,394,50,1,50,0.9
0.005513354,266,200,2,200,0.3
0.372616288,422,200,1,200,1.68
0.363337335,443,50,1,50,0.3
0.200154936,359,200,0.5,200,1.68
0.239943493,427,100,1,100,1.68
0.102822478,368,75,1,75,1.68
0.031518695,331,75,1,75,1.68
0.034350536,409,50,5,20,2.1
0.000337622,325,50,1,90,1.68
0.00354721,256,200,2,200,0.3
0.142523995,387,50,1,50,1.68
0.066284428,327,50,1,50,0.3
0.187959175,386,50,1,50,0.9
0.054727745,408,10,1,10,1.68
0.161983012,345,200,1,200,0.9
0.001617826,340,50,1,90,1.68
0.127793439,367,50,1,50,0.9
0.099471031,393,67,1,33,1.68
0.000403807,280,10,1,10,1.68
0.227784548,425,50,1,50,2.1
0.002195889,322,10,1,10,1.68
0.021039521,391,50,1,90,1.68
0.011550109,310,50,1,50,1.68
0.154736936,394,50,1,50,2.1
0.046008864,287,200,2,200,1.68
0.003013772,272,75,1,75,1.68
0.011400884,292,100,1,100,0.9
0.000211933,305,50,5,20,2.1
0.022092635,281,50,1,50,0.3
0.003419107,331,10,1,10,1.68
0.037153189,358,33,1,67,1.68
0.14468808,395,50,1,50,1.68
0.341095972,394,200,0.5,200,1.68
0.225054528,391,50,1,50,0.3
0.373801406,421,200,1,200,1.68
0.035157602,346,50,1,50,2.1
0.000898038,251,50,1,50,1.68
0.226047918,419,50,1,50,1.68
0.000135385,307,50,5,20,2.1
0.261669247,374,200,0.5,200,1.68
0.053766476,302,200,1,200,0.9
0.162818115,434,50,1,50,2.1
0.109286613,446,25,1,25,1.68
0.071443457,351,200,2,200,0.3
0.013692578,256,200,2,200,1.68
0.253188216,438,100,1,100,1.68
0.135330033,342,200,0.5,200,1.68
0.341957234,411,200,2,200,0.3
0.006981532,310,100,1,100,1.68
0.006324654,269,200,2,200,0.3
0.453776782,447,200,0.5,200,1.68
0.00021269,286,50,1,90,1.68
0.000455762,283,10,1,10,1.68
0.054013368,318,50,1,50,0.3
0.097480688,374,50,1,50,2.1
0.043331147,351,50,1,50,2.1
0.155135093,424,50,1,50,2.1
0.028325481,328,75,1,75,1.68
0.360328807,405,200,2,200,1.68
0.329235911,374,200,2,200,1.68
0.233101178,416,75,1,75,1.68
0.176743712,326,200,2,200,1.68
0.376841854,420,200,2,200,0.3
0.002819779,275,50,1,50,1.68
0.006059774,285,75,1,75,1.68
0.103504199,429,25,1,25,1.68
0.480019517,408,200,1,200,0.9
0.007751067,276,50,1,50,0.9
0.019634431,359,25,1,25,1.68
0.142477966,344,200,0.5,200,1.68
0.015511994,326,50,1,50,2.1
0.16436866,323,200,2,200,1.68
0.207963249,412,100,1,100,1.68
0.392286177,409,200,0.5,200,1.68
0.00080543,286,25,1,25,1.68
0.030061499,355,50,1,50,2.1
0.000751568,270,25,1,25,1.68
0.006795206,335,25,1,25,1.68
0.031885316,277,200,2,200,1.68
0.007614013,300,50,1,50,2.1
0.010140811,289,100,1,100,0.9
0.035062885,391,10,1,10,1.68
0.008701505,303,50,1,50,1.68
0.223618813,338,200,2,200,1.68
0.02384536,341,100,1,100,1.68
0.444399504,432,200,0.5,200,1.68
0.001569496,270,100,1,100,1.68
0.01187806,278,200,0.5,200,1.68
0.013914216,292,50,1,50,0.9
0.003071247,252,200,2,200,0.3
0.01394178,288,200,2,200,0.3
0.013905983,330,100,1,100,1.68
0.036073954,282,200,1,200,1.68
0.13681518,409,33,1,67,1.68
0.016891788,321,50,1,50,1.68
0.022033048,328,50,1,50,1.68
0.007757943,300,50,1,50,1.68
0.019105854,297,200,2,200,0.3
0.014186742,282,200,0.5,200,1.68
0.09487827,419,25,1,25,1.68
0.040705723,326,50,1,50,0.9
0.227837514,363,200,1,200,1.68
0.044553227,329,50,1,50,0.9
0.027646349,334,50,1,50,1.68
0.202363959,357,200,1,200,1.68
0.001700978,279,33,1,67,1.68
0.01589148,338,50,1,50,2.1
0.011654271,287,50,1,50,0.9
0.311136651,400,200,5,200,1.68
0.069021711,350,200,2,200,0.3
0.01636313,382,50,1,90,1.68
0.103503315,308,200,2,200,1.68
0.033646381,415,50,1,90,1.68
0.001447768,313,10,1,10,1.68
0.030777945,276,200,2,200,1.68
0.019219799,263,200,2,200,1.68
0.078786938,367,50,1,50,2.1
0.018576881,303,200,5,200,1.68
0.015953179,328,67,1,33,1.68
0.104181773,430,25,1,25,1.68
0.0186167,307,100,1,100,0.9
0.309606824,432,50,1,50,0.9
0.293055113,443,200,2,200,1.68
0.005972106,269,50,1,50,0.9
0.367853886,404,200,1,200,1.68
0.069051137,320,200,0.5,200,1.68
0.410076679,433,200,2,200,0.3
0.303637689,363,200,2,200,1.68
0.002039903,269,50,1,50,2.1
0.453626198,449,200,5,200,1.68
0.234334995,394,50,1,50,0.3
0.500702988,415,200,1,200,0.9
0.004554647,297,67,1,33,1.68
0.015802545,319,50,1,50,1.68
0.002078529,266,75,1,75,1.68
0.000986825,270,33,1,67,1.68
0.083552521,409,25,1,25,1.68
0.007860207,310,67,1,33,1.68
0.241713529,343,200,2,200,1.68
0.01109502,371,50,1,90,1.68
0.037624944,375,25,1,25,1.68
0.016127277,268,50,1,50,0.3
0.000734959,276,25,1,25,1.68
0.186300426,404,100,1,100,1.68
0.038796803,343,50,1,50,1.68
0.080493706,383,50,1,50,2.1
0.007315003,311,50,1,50,2.1
0.043535687,440,50,5,20,2.1
0.009957245,320,50,1,50,2.1
0.299908238,416,50,1,50,0.3
0.059193136,322,50,1,50,0.3
0.091636705,359,200,5,200,1.68
0.152311126,342,200,1,200,0.9
0.039621824,428,50,1,90,1.68
0.250311947,406,50,1,50,0.9
0.171896635,436,33,1,67,1.68
0.472654556,406,200,1,200,0.9
0.224483272,423,50,1,50,2.1
0.024318851,294,200,0.5,200,1.68
0.018213444,300,50,1,50,0.9
0.163488828,443,50,1,50,2.1
0.354143745,416,200,2,200,1.68
0.013574529,285,200,5,200,1.68
0.010104033,306,50,1,50,1.68
0.162742645,426,33,1,67,1.68
0.021403618,320,75,1,75,1.68
0.122685555,380,50,1,50,1.68
-7.24E-05,264,50,1,90,1.68
0.004158145,335,10,1,10,1.68
0.041037546,425,50,5,20,2.1
0.087437099,362,75,1,75,1.68
0.033842531,333,75,1,75,1.68
0.001190451,260,50,1,50,2.1
0.24302226,447,50,1,50,2.1
0.009239691,295,75,1,75,1.68
0.082508672,355,200,2,200,0.3
0.275699874,447,75,1,75,1.68
0.168528861,380,50,1,50,0.9
0.041535688,378,25,1,25,1.68
0.103833682,394,50,1,50,2.1
0.304325795,442,200,1,200,1.68
0.013020603,361,10,1,10,1.68
0.000721231,261,25,1,25,1.68
0.333347288,429,200,2,200,1.68
0.001093051,258,50,1,50,2.1
0.041787783,307,50,1,50,0.3
0.216219881,358,200,1,200,0.9
0.143847876,342,200,1,200,1.68
0.489904292,411,200,1,200,0.9
0.073254754,356,75,1,75,1.68
0.0246283,284,200,1,200,0.9
0.1161882,400,50,1,50,2.1
0.022152529,321,75,1,75,1.68
0.005014268,294,100,1,100,1.68
0.08407815,314,200,1,200,1.68
0.258345328,366,200,1,200,0.9
0.004489766,279,75,1,75,1.68
0.363383914,410,200,5,200,1.68
0.004418702,253,200,0.5,200,1.68
0.041763303,332,100,1,100,0.9
0.086964216,317,200,1,200,1.68
0.049241548,314,50,1,50,0.3
0.005673447,329,25,1,25,1.68
0.005821626,251,200,1,200,1.68
0.008481303,264,200,1,200,0.9
0.023719591,315,100,1,100,0.9
0.027257903,343,67,1,33,1.68
-6.52E-05,312,50,5,20,2.1
0.001323765,262,50,1,50,2.1
0.00012337,273,50,5,20,2.1
0.053643541,365,67,1,33,1.68
0.01029808,331,33,1,67,1.68
0.019743668,298,200,2,200,0.3
0.260235043,394,200,2,200,0.3
0.323735773,387,200,1,200,1.68
0.01844282,262,200,2,200,1.68
0.328727473,408,200,2,200,0.3
0.110481257,363,200,2,200,0.3
0.000214033,309,50,1,90,1.68
0.011740314,311,50,1,50,1.68
0.158117863,427,50,1,50,2.1
0.052109367,406,10,1,10,1.68
0.005265917,265,200,2,200,0.3
0.208242781,361,200,0.5,200,1.68
0.407295759,392,200,1,200,0.9
0.004199087,260,200,2,200,0.3
0.002593039,273,50,1,50,1.68
0.008261967,275,200,2,200,0.3
0.046446,450,50,1,90,1.68
0.006943016,288,75,1,75,1.68
0.033417108,341,50,1,50,1.68
0.262074551,449,50,1,50,1.68
0.125497937,381,50,1,50,1.68
0.154861937,420,33,1,67,1.68
0.042638702,353,100,1,100,1.68
0.00522186,290,50,1,50,1.68
0.132592151,335,200,1,200,0.9
0.178152902,378,200,2,200,0.3
0.084863245,373,50,1,50,1.68
0.040723672,424,50,5,20,2.1
0.001275697,310,10,1,10,1.68
0.00395551,256,50,1,50,0.9
0.041970084,434,50,1,90,1.68
0.002359366,282,67,1,33,1.68
0.232113303,364,200,1,200,1.68
0.00437777,308,33,1,67,1.68
0.016381343,312,75,1,75,1.68
0.000248163,289,50,1,90,1.68
0.338588462,435,200,1,200,1.68
0.003631159,280,50,1,50,1.68
0.000432184,290,50,5,20,2.1
0.019053491,275,50,1,50,0.3
0.00765305,314,100,1,100,1.68
-5.53E-05,257,50,5,20,2.1
0.002752082,279,100,1,100,1.68
0.176349108,353,200,0.5,200,1.68
0.006266469,268,200,5,200,1.68
0.001224985,309,10,1,10,1.68
0.12743973,404,33,1,67,1.68
0.249731271,399,50,1,50,0.3
0.005557056,267,50,1,50,0.9
0.004092594,305,33,1,67,1.68
0.009245593,314,67,1,33,1.68
0.001526812,277,33,1,67,1.68
0.001529977,263,50,1,50,2.1
0.008353679,304,50,1,50,2.1
0.072208041,377,67,1,33,1.68
0.007514595,267,200,0.5,200,1.68
0.432770426,425,200,0.5,200,1.68
8.14E-05,277,50,1,90,1.68
-2.79E-05,269,50,1,90,1.68
0.035460144,351,67,1,33,1.68
0.00808005,316,100,1,100,1.68
0.025366332,351,50,1,50,2.1
0.451821898,401,200,1,200,0.9
0.112771392,327,200,1,200,0.9
0.000751658,259,100,1,100,1.68
0.241974928,438,50,1,50,2.1
0.131854682,386,100,1,100,1.68
0.101256355,426,25,1,25,1.68
0.083987226,370,100,1,100,1.68
0.327097375,388,200,1,200,1.68
0.003092485,348,50,1,90,1.68
0.007598103,312,50,1,50,2.1
0.003353137,283,100,1,100,1.68
0.037676261,416,50,5,20,2.1
-8.49E-05,261,50,1,90,1.68
0.000441574,292,50,5,20,2.1
0.30999545,375,200,1,200,0.9
0.234137106,423,50,1,50,1.68
0.023058524,336,50,1,50,2.1
0.077632117,348,50,1,50,0.9
0.200130631,409,100,1,100,1.68
0.00098852,255,50,1,50,1.68
0.002915262,265,100,1,100,0.9
0.105855872,377,50,1,50,2.1
0.064786282,363,50,1,50,1.68
0.003153769,313,25,1,25,1.68
0.002157401,347,50,5,20,2.1
0.001490688,264,50,1,50,2.1
0.376693448,417,200,1,200,1.68
0.07233383,367,50,1,50,1.68
0.00421252,251,200,5,200,1.68
0.001203012,273,33,1,67,1.68
0.130927691,411,67,1,33,1.68
0.108955641,441,25,1,25,1.68
0.322922811,371,200,2,200,1.68
0.273912442,407,50,1,50,0.3
5.16E-05,275,50,1,90,1.68
0.097499615,391,50,1,50,2.1
0.361369951,428,200,1,200,1.68
-2.27E-05,254,50,5,20,2.1
0.176411883,349,200,1,200,0.9
0.072485049,331,50,1,50,0.3
0.137899489,337,200,1,200,0.9
0.006170179,257,200,1,200,0.9
0.01067977,324,100,1,100,1.68
0.018812711,301,50,1,50,0.9
0.007885039,313,50,1,50,2.1
0.021902992,275,200,1,200,1.68
0.111525241,379,50,1,50,2.1
0.032726933,357,50,1,50,2.1
0.034857158,410,50,5,20,2.1
0.16374454,442,50,1,50,2.1
0.108820676,375,50,1,50,1.68
0.056576728,367,67,1,33,1.68
0.048828647,356,100,1,100,1.68
0.182165,377,50,1,50,0.3
0.063099687,414,10,1,10,1.68
0.016323427,276,200,1,200,0.9
0.000440871,294,50,5,20,2.1
0.139358095,317,200,2,200,1.68
0.424333417,421,200,0.5,200,1.68
0.002092296,321,10,1,10,1.68
0.121134176,355,50,1,50,0.3
0.032309483,344,50,1,50,2.1
0.042692125,330,200,2,200,0.3
0.040034129,429,50,1,90,1.68
0.078412592,370,50,1,50,1.68
0.138850633,381,75,1,75,1.68
0.064593524,345,100,1,100,0.9
0.002440704,257,200,1,200,1.68
0.007240433,272,200,2,200,0.3
0.452682352,437,200,5,200,1.68
0.010066832,367,50,5,20,2.1
0.000912136,250,50,1,50,2.1
0.059845585,355,50,1,50,1.68
0.122283273,406,67,1,33,1.68
0.006999522,361,50,1,90,1.68
0.004042656,297,50,1,50,2.1
0.093162113,432,10,1,10,1.68
0.224238072,392,100,1,100,0.9
0.097816355,325,200,1,200,1.68
0.000620308,339,50,5,20,2.1
0.003715431,295,50,1,50,2.1
0.005363916,258,200,0.5,200,1.68
0.025279592,306,200,2,200,0.3
0.18223816,404,50,1,50,2.1
0.052204744,364,67,1,33,1.68
0.044639282,354,100,1,100,1.68
0.113885525,352,50,1,50,0.3
5.51E-05,309,50,5,20,2.1
0.41722255,418,200,0.5,200,1.68
0.009704157,282,50,1,50,0.9
0.081368883,368,50,1,50,2.1
0.212959699,414,100,1,100,1.68
0.047303803,331,50,1,50,0.9
0.453883073,446,200,0.5,200,1.68
0.188579398,352,200,1,200,0.9
0.308781385,365,200,2,200,1.68
0.169805749,349,200,1,200,1.68
0.003664885,300,33,1,67,1.68
0.009952865,297,75,1,75,1.68
0.006895613,295,50,1,50,1.68
0.247222546,432,100,1,100,1.68
0.255576195,443,100,1,100,1.68
0.067789297,328,50,1,50,0.3
0.008048298,277,50,1,50,0.9
0.00496901,355,50,1,90,1.68
0.15979682,429,50,1,50,2.1
0.389517212,424,200,2,200,0.3
0.389213657,408,200,0.5,200,1.68
0.173218877,393,75,1,75,1.68
0.033039038,278,200,2,200,1.68
0.000161461,258,10,1,10,1.68
0.0052298,275,100,1,100,0.9
0.165996916,398,50,1,50,2.1
0.018799654,331,50,1,50,2.1
0.136032476,414,67,1,33,1.68
0.051514606,312,200,0.5,200,1.68
0.014793601,326,67,1,33,1.68
0.483474481,409,200,1,200,0.9
0.000787339,285,25,1,25,1.68
0.006231395,307,50,1,50,2.1
0.035619577,357,33,1,67,1.68
